,STATEFIPS,YEAR,TANF apps / Ind in poverty,Child Poverty Rate,biden_2020_margin
610,30,2010,0.005471244131455399,0.2,
611,30,2011,0.004414110429447853,0.2,
612,30,2012,0.004840174129353234,0.2,
613,30,2013,0.007914239482200647,0.21,
614,30,2014,0.007122589531680441,0.19,
615,30,2015,0.006951101928374656,0.19,
616,30,2016,0.007738292011019284,0.15,
617,30,2017,0.009496105919003116,0.15,
618,30,2018,0.008957165109034267,0.16,
619,30,2019,0.00939624183006536,0.15,
620,30,2020,0.006657485875706215,,-0.16399999999999998
621,30,2021,0.0056951388888888885,0.14,
622,30,2022,,0.13,
623,30,2023,,0.12,
624,31,2000,,0.1,
625,31,2001,,0.14,
626,31,2002,,0.14,
627,31,2003,,0.13,
628,31,2004,,0.13,
629,31,2005,0.02392814371257485,0.15,
630,31,2006,0.009005555555555555,0.14,
631,31,2007,0.0059425287356321835,0.15,
632,31,2008,0.007228723404255319,0.13,
633,31,2009,0.011017045454545455,0.15,
634,31,2010,0.013354619565217392,0.18,
635,31,2011,0.01407174688057041,0.18,
636,31,2012,0.011701696165191742,0.18,
637,31,2013,0.011584608843537415,0.18,
638,31,2014,0.009653092006033183,0.16,
639,31,2015,0.00922873263888889,0.17,
640,31,2016,0.009293296089385474,0.14,
641,31,2017,0.006794753086419753,0.14,
642,31,2018,0.006832914572864322,0.13,
643,31,2019,0.00824090909090909,0.11,
644,31,2020,0.006356481481481481,,-0.192
645,31,2021,0.00629559748427673,0.13,
646,31,2022,,0.14,
647,31,2023,,0.11,
648,32,2000,,0.13,
649,32,2001,,0.15,
650,32,2002,,0.17,
651,32,2003,,0.15,
652,32,2004,,0.19,
653,32,2005,0.00801923076923077,0.15,
654,32,2006,0.011029045643153526,0.14,
655,32,2007,0.012836,0.15,
656,32,2008,0.010611510791366907,0.15,
657,32,2009,0.011793002915451895,0.18,
658,32,2010,0.009185724962630792,0.22,
659,32,2011,0.009512278582930756,0.22,
660,32,2012,0.009306389530408006,0.24,
661,32,2013,0.011270781379883623,0.23,
662,32,2014,0.010656206415620642,0.22,
663,32,2015,0.013734950584007189,0.21,
664,32,2016,0.014695469798657717,0.19,
665,32,2017,0.010686011904761905,0.19,
666,32,2018,0.009754914529914529,0.18,
667,32,2019,0.011778379772961816,0.17,
668,32,2020,0.01291089108910891,,0.024
669,32,2021,0.013498950461796808,0.19,
670,32,2022,,0.16,
671,32,2023,,0.16,
672,33,2000,,0.06,
673,33,2001,,0.07,
674,33,2002,,0.08,
675,33,2003,,0.08,
676,33,2004,,0.1,
677,33,2005,0.01673972602739726,0.09,
678,33,2006,0.01728169014084507,0.1,
679,33,2007,0.015710526315789473,0.09,
680,33,2008,0.013021978021978022,0.09,
681,33,2009,0.013281553398058253,0.11,
682,33,2010,0.016284722222222225,0.1,
683,33,2011,0.012329124579124578,0.12,
684,33,2012,0.011308962264150943,0.16,
685,33,2013,0.015761737089201876,0.1,
686,33,2014,0.010433333333333333,0.13,
687,33,2015,0.014648049645390071,0.11,
688,33,2016,0.008384920634920636,0.08,
689,33,2017,0.0071771929824561405,0.1,
690,33,2018,0.008330284552845528,0.11,
691,33,2019,0.01394047619047619,0.07,
692,33,2020,0.006922413793103448,,0.07400000000000001
693,33,2021,0.006153645833333333,0.09,
694,33,2022,,0.07,
695,33,2023,,0.08,
696,34,2000,,0.1,
697,34,2001,,0.11,
698,34,2002,,0.11,
699,34,2003,,0.12,
700,34,2004,,0.12,
701,34,2005,0.006782094594594595,0.12,
702,34,2006,0.005061679790026247,0.12,
703,34,2007,0.005141509433962264,0.12,
704,34,2008,0.004940279542566709,0.13,
705,34,2009,0.004784119106699752,0.13,
706,34,2010,0.0038122843340234643,0.14,
707,34,2011,0.0036764507422402163,0.15,
708,34,2012,0.004196150696150696,0.15,
709,34,2013,0.005484998064266357,0.17,
710,34,2014,0.0037040144784468575,0.16,
711,34,2015,0.0034997509960159362,0.16,
712,34,2016,0.0037916666666666667,0.15,
713,34,2017,0.0030010253542132733,0.14,
714,34,2018,0.0032211494252873565,0.14,
715,34,2019,0.0042154031287605295,0.12,
716,34,2020,0.0021290322580645163,,0.159
717,34,2021,0.001502865329512894,0.14,
718,34,2022,,0.13,
719,34,2023,,0.13,
720,35,2000,,0.26,
721,35,2001,,0.24,
722,35,2002,,0.27,
723,35,2003,,0.26,
724,35,2004,,0.28,
725,35,2005,0.010902017291066282,0.26,
726,35,2006,0.010445121951219513,0.26,
727,35,2007,0.011881918819188191,0.25,
728,35,2008,0.008548556430446195,0.24,
729,35,2009,0.009496062992125985,0.25,
730,35,2010,0.010325940860215054,0.3,
731,35,2011,0.0083179970436068,0.31,
732,35,2012,0.008710912698412699,0.29,
733,35,2013,0.006224922118380063,0.31,
734,35,2014,0.006023193760262726,0.3,
735,35,2015,0.009543333333333334,0.29,
736,35,2016,0.012840430402930404,0.3,
737,35,2017,0.012655887230514097,0.27,
738,35,2018,0.014859161793372318,0.26,
739,35,2019,0.01613280423280423,0.25,
740,35,2020,0.015996355685131195,,0.10800000000000001
741,35,2021,0.011546198054818746,0.24,
742,35,2022,,0.23,
743,35,2023,,0.25,
744,36,2000,,0.19,
745,36,2001,,0.19,
746,36,2002,,0.19,
747,36,2003,,0.19,
748,36,2004,,0.21,
749,36,2005,0.006372463768115942,0.19,
750,36,2006,0.006449025487256372,0.2,
751,36,2007,0.00619550235763511,0.19,
752,36,2008,0.006679956108266277,0.19,
753,36,2009,0.006351225977468522,0.2,
754,36,2010,0.006383355105595471,0.21,
755,36,2011,0.006533603457590492,0.23,
756,36,2012,0.006108047876602564,0.23,
757,36,2013,0.005887423833782839,0.23,
758,36,2014,0.007413127646702965,0.23,
759,36,2015,0.006223008479636929,0.22,
760,36,2016,0.006975259291270527,0.21,
761,36,2017,0.006028917662682603,0.2,
762,36,2018,0.006863170163170163,0.19,
763,36,2019,0.006180310663308144,0.18,
764,36,2020,0.005103761348897536,,0.231
765,36,2021,0.004665911587040088,0.19,
766,36,2022,,0.19,
767,36,2023,,0.19,
768,37,2000,,0.19,
769,37,2001,,0.2,
770,37,2002,,0.21,
771,37,2003,,0.19,
772,37,2004,,0.22,
773,37,2005,0.004094170403587444,0.21,
774,37,2006,0.0034424489795918368,0.2,
775,37,2007,0.0027090653548840476,0.2,
776,37,2008,0.00298988326848249,0.2,
777,37,2009,0.0027741116751269037,0.23,
778,37,2010,0.002550724637681159,0.25,
779,37,2011,0.002620916152615947,0.26,
780,37,2012,0.0021097154963680385,0.26,
781,37,2013,0.002163495419309373,0.25,
782,37,2014,0.0009377234803337306,0.24,
783,37,2015,0.0015222553567483985,0.23,
784,37,2016,0.0020796649547566645,0.22,
785,37,2017,0.001570889172516486,0.21,
786,37,2018,0.0016694956949569494,0.2,
787,37,2019,0.0017085850956696878,0.2,
788,37,2020,0.0008967730742539902,,-0.013000000000000001
789,37,2021,0.0008217907659460903,0.18,
790,37,2022,,0.17,
791,37,2023,,0.18,
792,38,2000,,0.15,
793,38,2001,,0.15,
794,38,2002,,0.13,
795,38,2003,,0.14,
796,38,2004,,0.16,
797,38,2005,0.008085714285714286,0.13,
798,38,2006,0.006728571428571428,0.13,
799,38,2007,0.007035087719298246,0.13,
800,38,2008,0.005283783783783784,0.15,
801,38,2009,0.008246376811594203,0.13,
802,38,2010,0.006409552845528456,0.16,
803,38,2011,0.006960199004975124,0.15,
804,38,2012,0.005561181434599156,0.13,
805,38,2013,0.004603723404255319,0.12,
806,38,2014,0.005995305164319249,0.15,
807,38,2015,0.005303861788617886,0.12,
808,38,2016,0.005409638554216867,0.12,
809,38,2017,0.004478260869565217,0.11,
810,38,2018,0.005430555555555556,0.1,
811,38,2019,0.006409836065573771,0.1,
812,38,2020,0.004622427983539095,,-0.33399999999999996
813,38,2021,0.00592051282051282,0.1,
814,38,2022,,0.13,
815,38,2023,,0.09,
816,39,2000,,0.16,
817,39,2001,,0.16,
818,39,2002,,0.17,
819,39,2003,,0.18,
820,39,2004,,0.18,
821,39,2005,0.013604166666666667,0.19,
822,39,2006,0.013297592997811816,0.19,
823,39,2007,0.011955739972337483,0.19,
824,39,2008,0.011315992292870905,0.19,
825,39,2009,0.013349934469200525,0.22,
826,39,2010,0.011905880106911036,0.23,
827,39,2011,0.010117242388758782,0.24,
828,39,2012,0.008279364172853607,0.24,
829,39,2013,0.007109956452889944,0.23,
830,39,2014,0.006439127604166667,0.23,
831,39,2015,0.007158064516129032,0.21,
832,39,2016,0.006968902309811401,0.21,
833,39,2017,0.0067729321613702945,0.2,
834,39,2018,0.005955372405372405,0.2,
835,39,2019,0.005708625936329588,0.18,
836,39,2020,0.0057827841291190315,,-0.08
837,39,2021,0.005026942815249267,0.19,
838,39,2022,,0.18,
839,39,2023,,0.18,
840,40,2000,,0.19,
841,40,2001,,0.2,
842,40,2002,,0.22,
843,40,2003,,0.22,
844,40,2004,,0.21,
845,40,2005,0.006110497237569061,0.23,
846,40,2006,0.005455743879472693,0.24,
847,40,2007,0.0055924369747899156,0.22,
848,40,2008,0.004473140495867768,0.23,
849,40,2009,0.00625,0.22,
850,40,2010,0.005218076285240464,0.25,
851,40,2011,0.005126756066411238,0.23,
852,40,2012,0.0033624001996007988,0.24,
853,40,2013,0.0024650743099787686,0.24,
854,40,2014,0.002632405976300876,0.22,
855,40,2015,0.003028735632183908,0.22,
856,40,2016,0.002409515469935785,0.23,
857,40,2017,0.002167687074829932,0.21,
858,40,2018,0.001847007722007722,0.22,
859,40,2019,0.00226718009478673,0.2,
860,40,2020,0.002925358719646799,,-0.331
861,40,2021,0.002818477645727221,0.21,
862,40,2022,,0.2,
863,40,2023,,0.21,
864,41,2000,,0.18,
865,41,2001,,0.18,
866,41,2002,,0.17,
867,41,2003,,0.18,
868,41,2004,,0.19,
869,41,2005,0.005864678899082569,0.18,
870,41,2006,0.006132118451025057,0.17,
871,41,2007,0.006216216216216216,0.17,
872,41,2008,0.006640198511166253,0.18,
873,41,2009,0.0056745098039215685,0.19,
874,41,2010,0.005559279950341403,0.22,
875,41,2011,0.011936859553948161,0.24,
876,41,2012,0.0032582855321861056,0.23,
877,41,2013,0.003848770983213429,0.22,
878,41,2014,0.007455847953216374,0.22,
879,41,2015,0.008771617852161784,0.2,
880,41,2016,0.00687962962962963,0.17,
881,41,2017,0.00676313969571231,0.16,
882,41,2018,0.007543729372937294,0.16,
883,41,2019,0.009070436507936508,0.13,
884,41,2020,0.00652433247200689,,0.161
885,41,2021,0.044466795201371034,0.14,
886,41,2022,,0.14,
887,41,2023,,0.14,
888,42,2000,,0.15,
889,42,2001,,0.15,
890,42,2002,,0.15,
891,42,2003,,0.16,
892,42,2004,,0.17,
893,42,2005,0.01077332361516035,0.17,
894,42,2006,0.010445955619183966,0.17,
895,42,2007,0.011759622937941869,0.16,
896,42,2008,0.011629213483146068,0.17,
897,42,2009,0.011625,0.17,
898,42,2010,0.006751411509229099,0.19,
899,42,2011,0.005890170407315046,0.2,
900,42,2012,0.005019741837509491,0.2,
901,42,2013,0.005810812383612664,0.19,
902,42,2014,0.005237771452667088,0.19,
903,42,2015,0.004831549935149157,0.19,
904,42,2016,0.0051285816618911175,0.19,
905,42,2017,0.005195982034474387,0.17,
906,42,2018,0.004733683378500452,0.17,
907,42,2019,0.006398275335775336,0.17,
908,42,2020,0.003929795364891519,,0.012
909,42,2021,0.0031429270680372002,0.17,
910,42,2022,,0.15,
911,42,2023,,0.16,
912,44,2000,,0.16,
913,44,2001,,0.18,
914,44,2002,,0.15,
915,44,2003,,0.17,
916,44,2004,,0.21,
917,44,2005,0.004669291338582677,0.19,
918,44,2006,0.006272727272727273,0.15,
919,44,2007,0.007454545454545454,0.17,
920,44,2008,0.00581060606060606,0.15,
921,44,2009,0.004917910447761194,0.17,
922,44,2010,0.005299657534246575,0.19,
923,44,2011,0.005344724220623501,0.22,
924,44,2012,0.005260047281323877,0.19,
925,44,2013,0.00784201388888889,0.22,
926,44,2014,0.005498599439775911,0.2,
927,44,2015,0.004697831978319783,0.19,
928,44,2016,0.004407563025210084,0.17,
929,44,2017,0.006180084745762712,0.17,
930,44,2018,0.007302536231884058,0.18,
931,44,2019,0.006998263888888889,0.14,
932,44,2020,0.0060197132616487455,,0.20800000000000002
933,44,2021,0.0042802287581699345,0.15,
934,44,2022,,0.12,
935,44,2023,,0.13,
936,45,2000,,0.19,
937,45,2001,,0.2,
938,45,2002,,0.2,
939,45,2003,,0.19,
940,45,2004,,0.23,
941,45,2005,0.0059920127795527155,0.23,
942,45,2006,0.007776371308016877,0.22,
943,45,2007,0.006106969205834684,0.21,
944,45,2008,0.0069134615384615385,0.22,
945,45,2009,0.009093851132686084,0.24,
946,45,2010,0.008061017680034498,0.26,
947,45,2011,0.006854595728451564,0.28,
948,45,2012,0.006978498074454428,0.27,
949,45,2013,0.005983407079646018,0.27,
950,45,2014,0.006243231810490694,0.27,
951,45,2015,0.006894826744753539,0.24,
952,45,2016,0.006338526570048309,0.23,
953,45,2017,0.005152557319223986,0.23,
954,45,2018,0.005655503634475597,0.23,
955,45,2019,0.00468494623655914,0.2,
956,45,2020,0.004889619883040936,,-0.11699999999999999
957,45,2021,0.004532725572697523,0.2,
958,45,2022,,0.19,
959,45,2023,,0.19,
960,46,2000,,0.14,
961,46,2001,,0.14,
962,46,2002,,0.14,
963,46,2003,,0.14,
964,46,2004,,0.15,
965,46,2005,0.005422222222222222,0.18,
966,46,2006,0.006134146341463415,0.17,
967,46,2007,0.006648648648648649,0.17,
968,46,2008,0.004634615384615385,0.18,
969,46,2009,0.004513274336283186,0.19,
970,46,2010,0.004811162079510703,0.18,
971,46,2011,0.004498575498575499,0.18,
972,46,2012,0.004658018867924528,0.17,
973,46,2013,0.0041916666666666665,0.19,
974,46,2014,0.003974770642201835,0.18,
975,46,2015,0.003531779661016949,0.18,
976,46,2016,0.0032856182795698925,0.17,
977,46,2017,0.00393010752688172,0.17,
978,46,2018,0.004249074074074074,0.16,
979,46,2019,0.004202380952380952,0.15,
980,46,2020,0.0028284313725490196,,-0.262
981,46,2021,0.0035900900900900905,0.15,
982,46,2022,,0.15,
983,46,2023,,0.15,
984,47,2000,,0.2,
985,47,2001,,0.21,
986,47,2002,,0.2,
987,47,2003,,0.2,
988,47,2004,,0.21,
989,47,2005,0.018083715596330274,0.21,
990,47,2006,0.020714448236632536,0.23,
991,47,2007,0.018913907284768213,0.23,
992,47,2008,0.01489069264069264,0.22,
993,47,2009,0.011612027158098934,0.24,
994,47,2010,0.010891397338403042,0.26,
995,47,2011,0.010715533980582524,0.26,
996,47,2012,0.00843250977107761,0.26,
997,47,2013,0.0083269890260631,0.27,
998,47,2014,0.006701054664289958,0.26,
999,47,2015,0.0065509592326139085,0.24,
1000,47,2016,0.0054094973009446694,0.23,
1001,47,2017,0.0060404040404040404,0.21,
1002,47,2018,0.0052732291666666665,0.22,
1003,47,2019,0.004799298445202882,0.2,
1004,47,2020,0.0041397112573099415,,-0.23199999999999998
1005,47,2021,0.0038483108108108106,0.18,
1006,47,2022,,0.18,
1007,47,2023,,0.2,
1008,48,2000,,0.22,
1009,48,2001,,0.21,
1010,48,2002,,0.22,
1011,48,2003,,0.23,
1012,48,2004,,0.23,
1013,48,2005,0.008475414289595218,0.25,
1014,48,2006,0.007286163522012579,0.24,
1015,48,2007,0.007034588777863182,0.23,
1016,48,2008,0.007068335941575378,0.23,
1017,48,2009,0.0068169873298920694,0.24,
1018,48,2010,0.005860277717821426,0.26,
1019,48,2011,0.0033845708090324508,0.27,
1020,48,2012,0.005803536603660366,0.26,
1021,48,2013,0.006914537162671491,0.25,
1022,48,2014,0.006610372746715552,0.25,
1023,48,2015,0.00656456475057813,0.23,
1024,48,2016,0.006870343651626443,0.22,
1025,48,2017,0.006110363391655451,0.21,
1026,48,2018,0.005250684814244137,0.21,
1027,48,2019,0.006441766435622769,0.19,
1028,48,2020,0.006118909703393312,,-0.055999999999999994
1029,48,2021,0.006281179280864973,0.2,
1030,48,2022,,0.19,
1031,48,2023,,0.18,
1032,49,2000,,0.1,
1033,49,2001,,0.09,
1034,49,2002,,0.14,
1035,49,2003,,0.12,
1036,49,2004,,0.13,
1037,49,2005,0.00875,0.11,
1038,49,2006,0.008191489361702128,0.12,
1039,49,2007,0.007490196078431373,0.11,
1040,49,2008,0.010177033492822967,0.11,
1041,49,2009,0.010503703703703704,0.12,
1042,49,2010,0.01480335731414868,0.16,
1043,49,2011,0.011977615965480044,0.16,
1044,49,2012,0.00997809829059829,0.15,
1045,49,2013,0.0015746965452847804,0.15,
1046,49,2014,0.008272091722595078,0.13,
1047,49,2015,0.0072129629629629636,0.13,
1048,49,2016,0.007053661616161617,0.11,
1049,49,2017,0.006124080882352941,0.11,
1050,49,2018,0.007046042617960426,0.1,
1051,49,2019,0.006538488700564972,0.1,
1052,49,2020,0.006164944903581267,,-0.205
1053,49,2021,0.004938762626262626,0.08,
1054,49,2022,,0.08,
1055,49,2023,,0.09,
1056,50,2000,,0.13,
1057,50,2001,,0.15,
1058,50,2002,,0.1,
1059,50,2003,,0.12,
1060,50,2004,,0.12,
1061,50,2005,0.022914893617021277,0.15,
1062,50,2006,0.0216875,0.13,
1063,50,2007,0.017327868852459016,0.12,
1064,50,2008,0.021872727272727273,0.13,
1065,50,2009,0.024241379310344827,0.13,
1066,50,2010,0.020856965174129355,0.17,
1067,50,2011,0.02354225352112676,0.15,
1068,50,2012,0.02535024154589372,0.15,
1069,50,2013,0.04009689922480621,0.15,
1070,50,2014,0.029915204678362575,0.16,
1071,50,2015,0.024023076923076925,0.13,
1072,50,2016,0.024738888888888887,0.15,
1073,50,2017,0.02569182389937107,0.14,
1074,50,2018,0.0199,0.12,
1075,50,2019,0.022528301886792453,0.1,
1076,50,2020,0.018313636363636365,,0.354
1077,50,2021,0.0182677304964539,0.1,
1078,50,2022,,0.12,
1079,50,2023,,0.09,
1080,51,2000,,0.13,
1081,51,2001,,0.12,
1082,51,2002,,0.14,
1083,51,2003,,0.12,
1084,51,2004,,0.13,
1085,51,2005,0.00697953216374269,0.13,
1086,51,2006,0.006883256528417819,0.12,
1087,51,2007,0.006183734939759036,0.13,
1088,51,2008,0.00523279098873592,0.14,
1089,51,2009,0.0059265944645006015,0.14,
1090,51,2010,0.005667365269461078,0.14,
1091,51,2011,0.005044652701212789,0.15,
1092,51,2012,0.005479803921568627,0.15,
1093,51,2013,0.006619151138716356,0.16,
1094,51,2014,0.00602236737925574,0.16,
1095,51,2015,0.005509880686055182,0.15,
1096,51,2016,0.005077323286688195,0.14,
1097,51,2017,0.003099187935034803,0.14,
1098,51,2018,0.003638449045879009,0.14,
1099,51,2019,0.004053143374038897,0.13,
1100,51,2020,0.004541603821015586,,0.10099999999999999
1101,51,2021,0.003398816686722824,0.13,
1102,51,2022,,0.13,
1103,51,2023,,0.13,
1104,53,2000,,0.16,
1105,53,2001,,0.14,
1106,53,2002,,0.15,
1107,53,2003,,0.14,
1108,53,2004,,0.17,
1109,53,2005,0.016179245283018867,0.15,
1110,53,2006,0.01937250996015936,0.15,
1111,53,2007,0.01448714069591528,0.15,
1112,53,2008,0.013930882352941177,0.14,
1113,53,2009,0.015186939820742637,0.16,
1114,53,2010,0.015158536585365853,0.18,
1115,53,2011,0.013626463700234192,0.18,
1116,53,2012,0.013145100502512563,0.19,
1117,53,2013,0.011546650717703348,0.19,
1118,53,2014,0.010383900625978092,0.18,
1119,53,2015,0.009574786324786325,0.16,
1120,53,2016,0.009393854166666667,0.14,
1121,53,2017,0.008261316872427983,0.14,
1122,53,2018,0.009609994848016487,0.13,
1123,53,2019,0.011798228969006959,0.12,
1124,53,2020,0.0113996,,0.192
1125,53,2021,0.008551533219761499,0.12,
1126,53,2022,,0.11,
1127,53,2023,,0.12,
1128,54,2000,,0.26,
1129,54,2001,,0.23,
1130,54,2002,,0.25,
1131,54,2003,,0.25,
1132,54,2004,,0.24,
1133,54,2005,0.004503623188405797,0.26,
1134,54,2006,0.005191335740072202,0.25,
1135,54,2007,0.005830188679245283,0.23,
1136,54,2008,0.0047846153846153846,0.23,
1137,54,2009,0.004428070175438597,0.24,
1138,54,2010,0.00405255991285403,0.25,
1139,54,2011,0.004315513626834381,0.26,
1140,54,2012,0.003991417497231451,0.25,
1141,54,2013,0.0030737895716946,0.27,
1142,54,2014,0.0027883421985815606,0.25,
1143,54,2015,0.003335249042145594,0.25,
1144,54,2016,0.0026612985685071575,0.24,
1145,54,2017,0.002625544662309368,0.26,
1146,54,2018,0.0023652927120669056,0.25,
1147,54,2019,0.002726928374655647,0.2,
1148,54,2020,0.0019113119143239626,,-0.389
1149,54,2021,0.0014991554054054055,0.21,
1150,54,2022,,0.25,
1151,54,2023,,0.2,
1152,55,2000,,0.12,
1153,55,2001,,0.14,
1154,55,2002,,0.14,
1155,55,2003,,0.14,
1156,55,2004,,0.14,
1157,55,2005,0.00574502712477396,0.14,
1158,55,2006,0.004652252252252252,0.15,
1159,55,2007,0.003577371048252912,0.14,
1160,55,2008,0.003558823529411765,0.13,
1161,55,2009,0.0034757929883138562,0.17,
1162,55,2010,0.004774103468547912,0.19,
1163,55,2011,0.0037323912068192014,0.18,
1164,55,2012,0.004201302083333334,0.18,
1165,55,2013,0.003652336860670194,0.18,
1166,55,2014,0.004804007430997877,0.18,
1167,55,2015,0.003952599388379205,0.16,
1168,55,2016,0.0035725806451612904,0.16,
1169,55,2017,0.00380788330229671,0.14,
1170,55,2018,0.0037546760187040745,0.14,
1171,55,2019,0.0039114474599860815,0.14,
1172,55,2020,0.003038805436337625,,0.006
1173,55,2021,0.0022692075015124016,0.13,
1174,55,2022,,0.13,
1175,55,2023,,0.13,
1176,56,2000,,0.15,
1177,56,2001,,0.13,
1178,56,2002,,0.14,
1179,56,2003,,0.12,
1180,56,2004,,0.14,
1181,56,2005,0.001925925925925926,0.11,
1182,56,2006,0.0017450980392156863,0.12,
1183,56,2007,0.0015178571428571428,0.12,
1184,56,2008,0.0017222222222222222,0.12,
1185,56,2009,0.00222,0.13,
1186,56,2010,0.002361635220125786,0.14,
1187,56,2011,0.0018569444444444445,0.16,
1188,56,2012,0.0017723214285714287,0.17,
1189,56,2013,0.001579656862745098,0.13,
1190,56,2014,0.0020196969696969695,0.13,
1191,56,2015,0.0021979166666666666,0.13,
1192,56,2016,0.0028521505376344087,0.11,
1193,56,2017,0.0030901826484018265,0.13,
1194,56,2018,0.003981132075471698,0.14,
1195,56,2019,0.004057692307692307,0.12,
1196,56,2020,0.0032833333333333334,,-0.434
1197,56,2021,0.0033459119496855347,0.13,
1198,56,2022,,0.14,
1199,56,2023,,0.15,
